ID,Title,Studio,Status,Sound,Versions,RecRetPrice,Rating,Year,Genre,Aspect,Rank
232,Dangerous Liaisons,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1988,Mystery/Suspense,1.85:1,2086
233,Dante's Peak (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,PG-13,1997,Action/Adventure,2.35:1,1147
234,Dante's Peak: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",34.98,PG-13,1997,Action/Adventure,2.35:1,1951
235,Dark City: Platinum Edition,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1998,Action/Adventure,2.35:1,1827
236,Dark Half,MGM/UA,Out,SUR,4:03,19.98,R,1993,Horror,1.33:1,2049
237,Dark Victory,MGM/UA,Discontinued,1,4:03,24.98,NR,1939,Mystery/Suspense,1.33:1,2233
238,Darkman,Universal,Out,SUR,"LBX, 16:9",24.98,R,1990,Horror,1.85:1,322
239,Darkman 2: The Return Of Durant,Universal,Out,SUR,LBX,24.98,R,1994,SciFi,1.85:1,623
240,Dave,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",24.98,PG-13,1993,Action/Adventure,2.35:1,842
241,Day of The Jackal,Universal,Out,1,LBX,24.98,PG,1973,Action/Adventure,1.85:1,1120
242,Daylight (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,PG-13,1996,Action/Adventure,1.85:1,1871
243,Daylight: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",26.98,PG-13,1996,Drama,1.85:1,1480
244,Days Of Heaven,Paramount,Out,5.1,"LBX, 16:9",29.99,PG,1978,Drama,1.85:1,1202
245,Days Of Thunder,Paramount,Out,5.1,LBX,29.99,PG-13,1990,Action/Adventure,2.35:1,1113
246,Dazed & Confused,Universal,Out,SUR,LBX,24.98,R,1993,Comedy,1.85:1,633
247,Dead Again: Special Edition,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1991,Mystery/Suspense,1.85:1,1488
248,Dead Bang,Warner Brothers,Out,SUR,4:03,14.98,R,1989,Action/Adventure,1.33:1,1133
249,Dead Calm,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",19.98,R,1989,Mystery/Suspense,2.35:1,2065
250,Dead Man On Campus,Paramount,Out,5.1,LBX,29.99,R,1998,Comedy,1.85:1,1260
251,Dead Man Walking,MGM/UA,Out,2,"4:3, LBX",24.98,R,1995,Drama,1.85:1,818
252,Dead Men Don't Wear Plaid,Universal,Out,1,LBX,24.98,PG,1982,Comedy,1.85:1,690
253,Death Becomes Her,Universal,Out,SUR,4:03,24.98,PG-13,1992,Comedy,1.33:1,1998
254,Deathtrap,Warner Brothers,Out,1,4:03,14.98,PG,1982,Mystery/Suspense,1.33:1,2167
255,Deconstructing Harry,New Line,Out,1,"4:3, LBX, 16:9",24.98,R,1997,Comedy,1.85:1,744
256,Deep Blue Sea: Special Edition,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1999,Horror,2.35:1,218
257,Deep Cover,New Line,Out,5.1,"4:3, LBX, 16:9",14.98,R,1992,Mystery/Suspense,1.78:1,7
258,Deep Impact,Paramount,Out,5.1,LBX,29.99,PG-13,1998,Action/Adventure,2.35:1,1263
259,Deer Hunter,Universal,Out,SUR,LBX,26.98,R,1978,Drama,2.35:1,531
260,Deliverance,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1972,Action/Adventure,2.35:1,621
261,Demolition Man: Special Edition,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1993,Action/Adventure,2.35:1,2216
262,Depeche Mode: The Videos '86-'98,Warner Brothers,Out,PCM,4:03,24.98,NR,1998,Music,1.33:1,317
263,Desperately Seeking Susan: Special Edition,MGM/UA,Out,1,"4:3, LBX",19.98,PG-13,1985,Comedy,1.85:1,902
264,Detroit Rock City: Platinum Edition,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1999,Comedy,2.35:1,191
265,Devil's Advocate: Special Edition (New Release),Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1997,SciFi,2.35:1,1652
266,Devil's Advocate: Special Edition (Original Release),Warner Brothers,Discontinued,5.1,"LBX, 16:9",24.98,R,1997,Mystery/Suspense,2.35:1,74
267,Diggstown,MGM/UA,Out,2,LBX,24.98,R,1992,Comedy,1.85:1,1502
268,Diner,Warner Brothers,Out,2,"LBX, 16:9",24.98,R,1982,Comedy,1.85:1,1831
269,Dinner Game,Universal,Out,SUR,"LBX, 16:9",24.98,PG-13,1999,Foreign,2.35:1,1794
270,Dirty Dozen,MGM/UA,Discontinued,SUR,LBX,24.98,NR,1967,Action/Adventure,1.75:1,130
271,Dirty Dozen (Warner),Warner Brothers,Out,SUR,LBX,24.98,NR,1967,Action/Adventure,1.75:1,2175
272,Dirty Harry,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,R,1972,Action/Adventure,1.85:1,1862
273,Dirty Work,MGM/UA,Out,5.1,LBX,24.98,PG-13,1998,Comedy,1.85:1,220
274,Disclosure,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,R,1994,Drama,2.35:1,386
275,Disturbing Behavior: Special Edition,MGM/UA,Out,5.1,"4:3, LBX, 16:9",19.98,R,1998,Horror,1.85:1,404
276,Divine Madness,Warner Brothers,Out,SUR,LBX,14.98,R,1980,Comedy,1.85:1,2006
277,Do The Right Thing,Universal,Out,SUR,LBX,24.98,R,1989,Drama,1.66:1,2047
278,Doc Hollywood,Warner Brothers,Out,SUR,4:03,14.98,PG-13,1991,Comedy,1.33:1,2195
279,Doctor Zhivago,MGM/UA,Cancelled,5.1,"LBX, 16:9",24.98,PG-13,1965,Drama,2.35:1,1305
280,Dog Day Afternoon,Warner Brothers,Out,1,"4:3, LBX, 16:9",19.98,R,1975,Action/Adventure,1.85:1,1971
281,Dolores Claiborne: Special Edition,Warner Brothers,Out,SUR,"LBX, 16:9",19.98,R,1994,Mystery/Suspense,2.35:1,1546
282,Don Juan de Marco,New Line,Out,5.1,"4:3, LBX",24.98,PG-13,1995,Action/Adventure,1.85:1,1616
283,Doors: Collector's Edition,Universal,Out,2,4:03,34.98,NR,1985,Music,1.33:1,1433
284,Double Jeopardy,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1999,Mystery/Suspense,1.78:1,57
285,Dr. No,MGM/UA,Discontinued,1,"4:3, LBX, 16:9",24.98,PG,1962,Action/Adventure,1.66:1,219
286,Dr. No: Special Edition,MGM/UA,Discontinued,1,"LBX, 16:9",34.98,PG,1962,Action/Adventure,1.77:1,181
287,Dracula: Classic Monster Collection,Universal,Out,1,4:03,29.98,NR,1931,Horror,1.33:1,881
288,Dragnet,Universal,Out,SUR,"LBX, 16:9",24.98,PG-13,1987,Comedy,1.77:1,1185
289,Dragon: The Bruce Lee Story: Collector's Edition,Universal,Out,SUR,LBX,34.98,PG-13,1993,Action/Adventure,2.35:1,1537
290,Dragonheart (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,PG-13,1996,SciFi,2.35:1,1815
291,Dragonheart: Collector's Edition,Universal,Out,5.1,LBX,34.98,PG-13,1996,Action/Adventure,2.35:1,249
292,Driving Miss Daisy,Warner Brothers,Out,SUR,4:03,19.98,PG,1989,Drama,1.33:1,285
293,Drop Dead Gorgeous,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,PG-13,1999,Comedy,1.85:1,2012
294,Drop Squad,Universal,Out,SUR,"LBX, 16:9",24.98,R,1994,Drama,1.85:1,691
295,Drop Zone,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1994,Action/Adventure,2.35:1,63
296,Dudley Do Right,Universal,Out,5.1/DTS,"4:3, LBX, 16:9",24.98,PG,1999,Comedy,2.35:1,242
297,Dumb & Dumber,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,PG-13,1994,Comedy,1.85:1,112
298,Dune,Universal,Out,5.1,LBX,24.98,PG-13,1984,SciFi,2.35:1,1853
299,DVD F/X Gift Set,New Line,Out,5.1,"LBX, 16:9",74.98,VAR,1976,SciFi,VAR,1470
300,Ed-TV (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,PG-13,1999,Comedy,1.85:1,1083
301,Ed-TV: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",34.98,PG-13,1999,Comedy,1.85:1,1891
302,Eiger Sanction,Universal,Out,1,LBX,24.98,R,1975,Action/Adventure,2.35:1,1289
303,El Dorado,Paramount,Out,1,"LBX, 16:9",29.99,NR,1967,Western,1.85:1,111
304,Election,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1999,Comedy,2.35:1,1231
305,Elvis '56,Warner Brothers,Out,2,4:03,24.98,NR,1987,Music,1.33:1,1420
306,Elvis Presley: Aloha From Hawaii,Warner Brothers,Out,5.1,4:03,24.98,NR,1973,Music,1.33:1,2227
307,Elvis Presley: The Alternate Aloha Concert,Warner Brothers,Out,5.1,4:03,24.98,NR,1973,Music,1.33:1,946
308,Embrace Of The Vampire,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1994,Horror,1.85:1,422
309,End Of Days: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",29.98,R,1999,Horror,2.35:1,2053
310,End Of Violence,MGM/UA,Out,2,"4:3, LBX",24.98,R,1996,Drama,2.35:1,248
311,Enter The Dragon: Special Edition,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1973,Action/Adventure,2.35:1,913
312,Eraser,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,R,1996,Action/Adventure,2.35:1,564
313,Eric Clapton & Friends: In Concert: The Crossroads Benefit,Warner Brothers,Out,SUR,4:03,24.99,NR,1999,Music,1.33:1,947
314,Eric Clapton Unplugged,Warner Brothers,Out,5.1,4:03,24.98,NR,1992,Music,1.33:1,870
315,Eric Clapton: 24 Nights,Warner Brothers,Out,2,4:03,24.99,NR,1991,Music,1.33:1,2030
316,Eric Clapton: Clapton Chronicles: The Best Of Eric Clapton,Warner Brothers,Out,2,4:03,24.99,NR,1999,Music,1.33:1,539
317,Escape From Alcatraz,Paramount,Out,1,LBX,29.99,PG,1979,Action/Adventure,1.85:1,1935
318,Escape From L.A.,Paramount,Out,5.1,LBX,29.99,R,1996,SciFi,2.35:1,1858
319,Event Horizon,Paramount,Out,5.1,LBX,29.99,R,1997,SciFi,2.35:1,1172
320,Excalibur,Warner Brothers,Out,5.1,"LBX, 16:9",14.98,R,1981,SciFi,1.85:1,1679
321,Executive Decision,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1996,Action/Adventure,2.35:1,1636
322,"Exorcist, The",Warner Brothers,Discontinued,5.1,"4:3, LBX, 16:9",24.98,R,1973,Horror,1.85:1,943
323,Exorcist 3,Warner Brothers,Out,5.1,"LBX, 16:9",19.98,R,1990,Horror,1.78:1,202
324,Exorcist: 25th Anniversary Special Edition,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,R,1974,Horror,1.85:1,339
325,Extreme Adventures Of Super Dave,MGM/UA,Out,2,LBX,24.98,PG,1999,Comedy,1.85:1,1522
326,Extreme DVD Gift Set,New Line,Out,VAR,VAR,99.92,VAR,1973,VAR,VAR,2238
327,Extreme Measures,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",19.98,R,1996,Mystery/Suspense,2.35:1,1114
328,Eye Of The Needle,MGM/UA,Out,2,LBX,24.98,R,1981,Mystery/Suspense,1.85:1,1269
329,Eyes Wide Shut,Warner Brothers,Discontinued,5.1,4:03,24.98,R,1999,Drama,1.33:1,1405
330,F/X,MGM/UA,Out,2,"4:3, LBX",19.98,R,1986,Action/Adventure,1.85:1,1894
331,F/X 2,MGM/UA,Out,2,"4:3, LBX",19.98,PG-13,1991,Action/Adventure,1.85:1,127
332,Face/Off,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1997,Action/Adventure,2.35:1,1096
333,Fair Game,Warner Brothers,Out,SUR,4:03,14.98,R,1995,Action/Adventure,1.33:1,2060
334,Falcon & The Snowman,MGM/UA,Out,2,"4:3, LBX",24.98,R,1985,Drama,1.85:1,1619
335,Fallen,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.99,R,1998,Drama,1.85:1,17
336,Falling Down,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",14.98,R,1993,Drama,2.35:1,133
337,Far And Away,Universal,Out,5.1,"LBX, 16:9",26.98,PG-13,1992,Drama,2.35:1,543
338,Fast Times At Ridgemont High: Collector's Edition,Universal,Out,1,"LBX, 16:9",29.98,R,1982,Comedy,1.85:1,169
339,Father's Day,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,PG-13,1997,Comedy,2.35:1,634
340,Fear (1998),Universal,Out,5.1,"LBX, 16:9",24.98,R,1998,Mystery/Suspense,2.35:1,646
341,Fear And Loathing In Las Vegas,Universal,Out,SUR,"LBX, 16:9",26.98,R,1998,Comedy,2.35:1,1355
342,Fearless,Warner Brothers,Out,SUR,4:03,14.98,R,1998,Drama,1.33:1,1721
343,Feeling Minnesota,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1996,Mystery/Suspense,2.35:1,1857
344,Ferris Bueller's Day Off,Paramount,Out,5.1,"LBX, 16:9",29.99,PG-13,1986,Comedy,2.35:1,1312
345,Fiddler on The Roof: Special Edition,MGM/UA,Discontinued,5.1,"LBX, 16:9",24.98,G,1971,Musical,2.35:1,1987
346,Field of Dreams: Collector's Edition,Universal,Out,SUR,LBX,34.98,PG,1989,Drama,1.85:1,608
347,Fierce Creatures,Universal,Out,5.1,4:03,24.98,PG-13,1997,Comedy,1.33:1,254
348,Filter: Title Of DVD,Warner Brothers,Out,2,4:03,24.99,NR,1999,Music,1.33:1,1676
349,Final Analysis,Warner Brothers,Out,SUR,4:03,14.98,R,1992,Mystery/Suspense,1.33:1,262
350,Fire Down Below,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1997,Action/Adventure,1.85:1,1213
351,Firm,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1999,Mystery/Suspense,1.85:1,868
352,First Deadly Sin,Warner Brothers,Out,SUR,4:03,14.98,R,1980,Mystery/Suspense,1.33:1,1703
353,First Wives Club,Paramount,Out,5.1,LBX,29.99,PG,1996,Comedy,1.85:1,378
354,Fish Called Wanda,MGM/UA,Out,1,"4:3, LBX",24.98,R,1988,Comedy,1.85:1,811
355,Fistful Of Dollars,MGM/UA,Out,1,"4:3, LBX",24.98,NR,1964,Western,1.85:1,411
356,Five Corners (Universal),Universal,Out,2,4:03,14.95,R,1988,Drama,1.33:1,937
357,Flawless,MGM/UA,Out,SUR,LBX,24.95,R,1999,Comedy,1.85:1,307
358,Fled,MGM/UA,Out,5.1,"LBX, 16:9",24.98,R,1996,Action/Adventure,1.85:1,1867
359,Fleetwood Mac: The Dance,Warner Brothers,Out,5.1,4:03,24.98,NR,1997,Music,1.33:1,209
360,Fletch,Universal,Out,SUR,"LBX, 16:9",24.98,PG,1985,Comedy,1.85:1,1584
361,Flintstones (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,PG,1994,Comedy,1.85:1,699
362,Flintstones: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",29.98,PG,1994,Comedy,1.85:1,37
363,For a Few Dollars More,MGM/UA,Out,1,LBX,24.98,NR,1965,Western,2.35:1,952
364,For Love Of The Game,Universal,Out,5.1,"LBX, 16:9",26.98,PG-13,1999,Drama,2.35:1,503
365,For Richer or Poorer,Universal,Out,5.1,"LBX, 16:9",24.98,PG-13,1997,Comedy,1.85:1,2071
366,For Richer Or Poorer (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,PG-13,1997,Comedy,1.85:1,1129
367,For Whom The Bell Tolls,Universal,Out,1,4:03,26.98,NR,1943,Drama,1.33:1,2247
368,For Your Eyes Only: Special Edition,MGM/UA,Discontinued,5.1,"LBX, 16:9",34.98,PG,1981,Action/Adventure,2.35:1,47
369,Forbidden Planet (MGM/UA),MGM/UA,Discontinued,SUR,"4:3, LBX, 16:9",24.98,G,1956,SciFi,1.85:1,1422
370,Forbidden Planet (Warner),Warner Brothers,Out,SUR,"4:3, LBX, 16:9",24.98,G,1956,SciFi,1.85:1,523
371,Force 10 From Navarone,MGM/UA,Out,2,"4:3, LBX",24.98,PG,1978,Action/Adventure,2.35:1,1175
372,Forever Young,Warner Brothers,Out,SUR,4:03,14.98,PG,1992,Drama,1.33:1,1620
373,Forget Paris,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",24.98,PG-13,1995,Comedy,1.85:1,439
374,Four Weddings and a Funeral (MGM/UA),MGM/UA,Out,2,"4:3, LBX",24.98,R,1994,Comedy,1.85:1,482
375,Frank Sinatra: A Man & His Music + Ella + Jobim,Warner Brothers,Out,2,4:03,24.99,NR,1965,Music,1.33:1,1241
376,Frank Sinatra: A Man & His Music Volume 1,Warner Brothers,Out,PCM,4:03,24.99,NR,1966,Music,1.33:1,143
377,Frank Sinatra: A Man And His Music Volume 2,Warner Brothers,Out,2,4:03,24.99,NR,1967,Music,1.33:1,1839
378,Frank Sinatra: Francis Albert Sinatra Does His Thing,Warner Brothers,Out,PCM,4:03,24.99,NR,1968,Music,1.33:1,1513
379,Frank Sinatra: Ol' Blue Eyes Is Back,Warner Brothers,Out,PCM,4:03,24.99,NR,1973,Music,1.33:1,1944
380,Frank Sinatra: Sinatra,Warner Brothers,Out,2,4:03,24.99,NR,1969,Music,1.33:1,627
381,Frank Sinatra: Sinatra In Concert At Royal Festival Hall,Warner Brothers,Out,PCM,4:03,24.99,NR,1971,Music,1.33:1,921
382,Frank Sinatra: The Main Event,Warner Brothers,Out,2,4:03,24.99,NR,1974,Music,1.33:1,1042
383,Frank Sinatra: The Man And His Music With The Count Basie Orchestra,Warner Brothers,Out,2,4:03,24.99,NR,1981,Music,1.33:1,1684
384,Frankenstein: Classic Monster Collection,Universal,Out,1,4:03,29.98,NR,1931,Horror,1.33:1,42
385,Frantic,Warner Brothers,Out,SUR,4:03,14.98,R,1988,Mystery/Suspense,1.33:1,1581
386,Free Willy,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,PG,1993,Family,2.35:1,1151
387,Freejack,Warner Brothers,Out,5.1,LBX,24.98,R,1991,SciFi,2.35:1,864
388,Friday,New Line,Out,SUR,"LBX, 16:9",24.98,R,1995,Comedy,1.78:1,1370
389,Friday The 13th,Paramount,Out,1,"LBX, 16:9",29.99,R,1980,Horror,1.85:1,1219
390,Friday The 13th: Part 2,Paramount,Out,1,"LBX, 16:9",29.99,R,1981,Horror,1.78:1,1243
391,Fried Green Tomatoes: Collector's Edition,Universal,Out,SUR,"LBX, 16:9",29.98,PG-13,1991,Drama,1.85:1,1979
392,Friends And Lovers,Universal,Out,SUR,4:03,24.98,R,1999,Drama,1.33:1,2057
393,Frighteners,Universal,Out,5.1,"LBX, 16:9",24.98,R,1996,Horror,1.66:1,2039
394,From Russia with Love,MGM/UA,Discontinued,1,"4:3, LBX, 16:9",24.98,NR,1963,Action/Adventure,1.66:1,1956
395,Fugitive,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,PG-13,1993,Action/Adventure,2.35:1,226
396,Full Force DVD Gift Set,New Line,Out,5.1,VAR,99.98,VAR,1979,Action/Adventure,VAR,620
397,Full Metal Jacket,Warner Brothers,Discontinued,1,4:03,24.98,R,1987,Drama,1.33:1,1775
398,Funny Farm,Warner Brothers,Out,SUR,4:03,14.98,PG,1988,Comedy,1.33:1,1140
399,Funny Thing Happened On The Way To The Forum,MGM/UA,Out,2,LBX,24.98,NR,1966,Comedy,1.85:1,1778
400,G.I. Blues,Paramount,Out,5.1,"LBX, 16:9",19.99,PG,1960,Musical,1.78:1,1828
401,Galaxy Quest,Universal,Out,5.1,"LBX, 16:9",26.99,PG,1999,Comedy,2.35:1,935
402,Galaxy Quest (DTS),Universal,Out,DTS,"LBX, 16:9",26.99,PG,1999,Comedy,2.35:1,1863
403,Gallipoli,Paramount,Out,5.1,"LBX, 16:9",29.99,PG,1981,Action/Adventure,2.35:1,566
404,Gauntlet,Warner Brothers,Out,5.1,"LBX, 16:9",19.98,R,1977,Action/Adventure,2.35:1,587
405,General's Daughter,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1999,Mystery/Suspense,2.35:1,178
406,George Balanchine's Nutcracker,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",24.98,G,1993,Dance / Ballet,2.35:1,1063
407,Get Real,Paramount,Out,5.1,LBX,29.99,R,1999,Comedy,2.35:1,1192
408,Get Shorty,MGM/UA,Out,5.1,"4:3, LBX, 16:9",24.98,R,1995,Comedy,2.35:1,294
409,Getaway (1972),Warner Brothers,Out,1,"4:3, LBX, 16:9",19.98,PG,1972,Action/Adventure,2.35:1,1765
410,Getaway (1994),Universal,Out,5.1,LBX,26.98,NR,1994,Action/Adventure,2.35:1,1333
411,Ghost And The Darkness,Paramount,Out,5.1,LBX,29.99,R,1996,Action/Adventure,2.35:1,1173
412,Ghosts Of Mississippi,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",24.98,PG-13,1996,Drama,1.85:1,73
413,Gigi (MGM/UA),MGM/UA,Discontinued,SUR,"4:3, LBX, 16:9",24.98,G,1958,Musical,2.35:1,1788
414,Gigi (Warner),Warner Brothers,Out,SUR,"4:3, LBX, 16:9",24.98,G,1958,Musical,2.35:1,374
415,Glimmer Man,Warner Brothers,Out,5.1,"4:3, 16:9",24.98,R,1996,Action/Adventure,2.35:1,1916
416,Gods And Monsters: Collector's Edition,Universal,Out,SUR,"LBX, 16:9",34.98,R,1998,Drama,2.35:1,56
417,Going My Way / Holiday Inn,Universal,Discontinued,1,4:03,29.98,NR,1972,Musical,1.33:1,920
418,Golden Child,Paramount,Out,5.1,LBX,29.99,PG-13,1986,Comedy,1.85:1,931
419,GoldenEye,MGM/UA,Discontinued,5.1,"4:3, LBX, 16:9",24.98,PG-13,1995,Action/Adventure,2.35:1,1126
420,Goldeneye: Special Edition,MGM/UA,Discontinued,5.1,"LBX, 16:9",34.98,PG-13,1995,Action/Adventure,2.35:1,970
421,Goldfinger,MGM/UA,Discontinued,1,"4:3, LBX, 16:9",24.98,PG,1964,Action/Adventure,1.66:1,1076
422,Goldfinger: Special Edition,MGM/UA,Discontinued,1,"LBX, 16:9",34.98,PG,1964,Action/Adventure,1.66:1,54
423,Gone With The Wind (MGM/UA),MGM/UA,Discontinued,5.1,4:03,24.98,G,1939,Drama,1.33:1,251
424,Gone With The Wind (Warner),Warner Brothers,Out,5.1,4:03,24.98,NR,1939,Drama,1.33:1,323
425,"Good, The Bad & The Ugly",MGM/UA,Out,1,"LBX, 16:9",24.98,R,1966,Western,2.35:1,351
426,Goodbye Girl,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",24.98,PG,1977,Comedy,1.78:1,1131
427,Goodbye Lover,Warner Brothers,Out,5.1,"4:3, LBX",19.98,R,1999,Comedy,2.35:1,1623
428,GoodFellas,Warner Brothers,Out,5.1,LBX,24.98,R,1990,Drama,1.85:1,994
429,Gorillas In The Mist,Universal,Out,5.1,"LBX, 16:9",26.98,PG-13,1988,Drama,1.85:1,829
430,Grace Of My Heart: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",29.98,R,1996,Drama,1.85:1,2087
431,Graduate: Special Edition (MGM/UA),MGM/UA,Out,2,LBX,29.98,R,1967,Comedy,2.35:1,648
432,Great Escape,MGM/UA,Out,1,LBX,24.98,NR,1963,Action/Adventure,2.35:1,340
433,Great Outdoors,Universal,Out,SUR,LBX,24.98,PG,1988,Comedy,1.85:1,2241
434,Great Santini,Warner Brothers,Out,1,4:03,19.98,PG,1979,Drama,1.33:1,1061
435,Great Train Robbery,MGM/UA,Out,5.1,LBX,24.98,PG,1978,Mystery/Suspense,2.35:1,1696
436,Greedy,Universal,Out,5.1,"LBX, 16:9",24.98,PG-13,1994,Comedy,1.85:1,459
437,Green Berets,Warner Brothers,Out,1,LBX,19.98,G,1968,Action/Adventure,2.35:1,1210
438,Green Mile,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1999,Drama,1.85:1,857
439,Gremlins (Discontinued),Warner Brothers,Discontinued,5.1,"4:3, LBX, 16:9",24.98,PG,1984,Comedy,1.85:1,2234
440,Grumpier Old Men,Warner Brothers,Out,5.1,4:03,24.98,PG-13,1995,Comedy,1.33:1,1320
441,Grumpy Old Men,Warner Brothers,Out,SUR,4:03,24.98,PG-13,1993,Comedy,1.33:1,1750
442,Guilty By Suspicion,Warner Brothers,Out,SUR,4:03,14.98,PG-13,1991,Drama,1.33:1,2294
443,Guys & Dolls,MGM/UA,Out,5.1,LBX,24.98,NR,1958,Musical,2.55:1,1749
444,Gypsy (Warner),Warner Brothers,Out,2,LBX,24.98,NR,1962,Musical,2.35:1,498
445,Hackers,MGM/UA,Out,5.1,"LBX, 16:9",24.98,PG-13,1995,Mystery/Suspense,1.78:1,438
446,Hair,MGM/UA,Out,5.1,"4:3, LBX",24.98,PG,1979,Musical,1.85:1,1715
447,Half Baked,Universal,Out,5.1,"LBX, 16:9",24.98,R,1998,Comedy,1.85:1,1706
448,Hang 'Em High,MGM/UA,Out,1,"4:3, LBX, 16:9",24.98,PG-13,1968,Western,2.35:1,981
449,Happy Gilmore,Universal,Out,5.1,4:03,24.98,PG-13,1996,Comedy,1.33:1,1677
450,Hard Rain,Paramount,Out,5.1,LBX,29.99,R,1998,Action/Adventure,2.35:1,1313
451,Hard Target,Universal,Out,5.1,"LBX, 16:9",24.98,R,1993,Action/Adventure,1.85:1,878
452,Hard to Kill,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1990,Action/Adventure,1.85:1,1232
453,Hard Way,Universal,Out,SUR,"LBX, 16:9",24.98,R,1991,Comedy,2.35:1,927
454,Harold And Maude,Paramount,Out,5.1,"LBX, 16:9",29.99,PG,1971,Comedy,1.85:1,84
455,Havana,Universal,Out,SUR,LBX,26.98,R,1990,Drama,1.85:1,2144
456,Heart And Souls,Universal,Out,5.1,"LBX, 16:9",24.98,PG,1993,Comedy,2.35:1,659
457,Heat (1995),Warner Brothers,Out,5.1,"LBX, 16:9",19.98,R,1995,Action/Adventure,2.35:1,1521
458,Heaven Can Wait,Paramount,Out,1,"LBX, 16:9",29.99,PG,1978,Comedy,1.85:1,1327
459,Heaven's Gate,MGM/UA,Out,5.1,LBX,24.98,R,1980,Western,2.35:1,639
460,Hellfighters,Universal,Out,SUR,LBX,24.98,G,1968,Action/Adventure,2.35:1,657
461,Henry & June,Universal,Out,SUR,LBX,26.98,NC-17,1990,Drama,1.66:1,591
462,Her Alibi,Warner Brothers,Out,SUR,4:03,14.98,PG,1989,Comedy,1.33:1,505
463,Hercules & Xena: Animated Movie,Universal,Out,2,4:03,24.98,PG,1997,Animation,1.33:1,588
464,Hercules Action Pack,Universal,Out,2,4:03,49.98,VAR,1970,Action/Adventure,1.33:1,1686
465,Hercules: Lost Kingdom/ Amazon Women,Universal,Out,2,4:03,26.98,NR,1994,Action/Adventure,1.33:1,281
466,Hercules: Warrior Princess/ Gauntlet/ Unchained Heart,Universal,Out,2,4:03,26.98,NR,1995,Action/Adventure,1.33:1,2051
467,Hidden: Platinum Edition,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1987,SciFi,1.85:1,196
468,High Plains Drifter,Universal,Out,1,LBX,24.98,R,1973,Western,2.35:1,1426
469,Hindenburg,Universal,Out,SUR,LBX,24.98,PG,1975,Mystery/Suspense,2.35:1,1994
470,Holcroft Covenant: Special Edition,MGM/UA,Out,1,LBX,24.98,R,1985,Action/Adventure,1.85:1,706
471,Hollywood Confidential,Paramount,Out,SUR,4:03,29.99,R,1997,Mystery/Suspense,1.33:1,1747
